N,P,K,temperature,humidity,pH,rainfall,crop,variety
107.31,57.82,108.82,19.6,79.88,6.89,133.0,Orange,Orange
35.7,59.32,38.66,22.91,67.9,6.85,67.92,Arhar Dal(Tur Dal),Arhar Dal(Tur)
80.47,51.49,42.32,25.59,75.96,5.74,202.56,Rice,Common
29.85,54.44,37.63,21.05,64.8,6.82,82.9,Arhar Dal(Tur Dal),Arhar Dal(Tur)
100.21,44.75,55.82,20.97,59.66,7.49,67.36,Green Chilli,Green Chilly
149.18,51.0,112.27,27.07,60.84,6.97,165.51,Turmeric(raw),Other
118.32,45.71,47.57,29.36,56.73,7.27,82.11,Green Chilli,Green Chilly
28.41,40.62,42.17,22.95,51.07,7.34,71.69,Groundnut,Local
91.43,45.94,110.23,25.63,47.1,6.67,89.19,Mango(Raw-Ripe),Other
141.24,40.17,83.93,23.47,70.8,7.11,181.4,Turmeric(raw),Other
89.77,49.36,43.85,27.21,71.05,5.73,131.75,Paddy(Basmati),Basmati
28.18,31.22,21.23,25.53,60.45,6.8,76.46,Green Gram Dal(Moong Dal),Green Gram Dal
143.15,83.78,117.83,21.28,67.25,6.45,86.23,Potato,Potato
81.84,50.79,46.63,22.86,78.97,6.85,106.07,Brinjal,Brinjal
114.89,67.23,55.43,24.05,63.04,6.32,66.4,Maize,Hybrid/Local
93.18,41.14,54.09,16.75,68.19,6.08,73.22,Garlic,Garlic
79.29,47.53,41.7,26.86,57.12,7.48,72.67,Pumpkin,Pumpkin
87.03,56.91,82.74,34.41,51.57,6.86,128.96,Mango(Raw-Ripe),Other
174.98,114.52,210.86,34.59,76.81,6.19,152.85,Papaya,Papaya
121.67,41.61,87.67,29.16,72.56,6.51,151.68,Turmeric(raw),Other
117.8,56.62,65.86,21.0,67.97,7.35,90.51,Cabbage,Cabbage
100.66,51.41,40.57,23.72,83.71,6.75,196.04,Rice,Common
145.84,114.42,102.12,18.28,66.14,6.4,94.36,Potato,Potato
90.07,48.24,30.28,29.52,65.63,6.02,82.34,Bhindi(Ladies Finger),Bhindi
213.97,50.82,119.43,33.69,60.69,7.85,207.04,Sugarcane,Other
69.06,34.1,99.49,18.08,69.26,6.57,62.79,Grapes,Other
63.4,20.69,78.44,16.17,64.84,5.85,112.04,Apple,Apple
22.22,52.33,35.19,28.5,53.55,6.86,89.21,Groundnut,Local
26.04,52.73,26.41,24.62,54.7,7.09,60.45,Bengal Gram(Gram)(Whole),Desi (Whole)
127.02,83.19,86.89,20.87,64.08,5.65,63.83,Potato,Potato
51.23,31.78,64.89,20.73,60.96,5.85,118.05,Apple,Apple
69.76,39.54,114.53,34.03,84.35,6.32,168.89,Coconut,Coconut
81.04,49.7,86.11,30.26,53.19,6.59,114.53,Mango(Raw-Ripe),Other
62.94,44.01,30.47,15.63,56.75,6.35,59.24,Mustard,Mustard
72.77,36.11,36.33,30.69,47.37,6.16,52.21,Bajra(Pearl Millet/Cumbu),Hybrid
55.77,30.58,22.41,15.17,50.07,6.52,68.56,Coriander(Leaves),Coriander
31.48,54.07,32.43,24.02,51.02,6.21,84.1,Arhar Dal(Tur Dal),Arhar Dal(Tur)
100.15,41.21,53.08,19.41,50.24,6.87,54.12,Onion,Local
213.68,41.97,274.79,26.31,92.75,6.77,206.08,Banana,Other
74.23,38.18,39.01,25.51,58.63,6.5,47.42,Bajra(Pearl Millet/Cumbu),Hybrid
84.78,31.98,38.5,34.11,60.47,7.5,98.94,Bhindi(Ladies Finger),Bhindi
96.33,46.99,43.14,32.6,61.26,6.43,80.87,Bhindi(Ladies Finger),Bhindi
166.77,149.64,220.74,27.14,65.56,7.32,170.8,Papaya,Papaya
55.88,26.38,32.22,17.79,62.59,6.56,73.39,Coriander(Leaves),Coriander
106.55,53.7,54.14,21.64,65.72,7.13,99.14,Green Chilli,Green Chilly
39.29,63.97,34.48,22.87,66.43,7.36,81.0,Soyabean,Local
122.94,61.09,65.0,21.69,71.73,6.61,57.63,Tomato,Tomato
88.84,43.42,38.56,23.91,74.08,6.97,124.25,Paddy(Basmati),Basmati
106.62,41.13,52.84,28.42,87.25,6.56,293.75,Rice,Common
23.79,50.42,29.02,22.16,45.05,6.36,43.93,Bengal Gram(Gram)(Whole),Desi (Whole)
131.3,46.81,88.35,26.3,68.74,7.31,87.18,Orange,Orange
72.4,52.08,40.91,22.18,63.34,6.59,64.49,Garlic,Garlic
210.35,70.92,110.65,21.95,81.11,6.15,217.46,Sugarcane,Other
65.98,43.85,36.08,28.61,78.89,7.36,91.69,Bhindi(Ladies Finger),Bhindi
34.1,54.72,38.92,23.39,64.52,6.31,80.97,Arhar Dal(Tur Dal),Arhar Dal(Tur)
63.66,33.29,30.92,22.51,69.82,6.3,182.78,Paddy(Basmati),Basmati
156.5,54.08,245.22,31.68,92.26,6.81,232.53,Banana,Other
89.13,53.88,58.75,24.87,53.74,7.12,52.1,Garlic,Garlic
20.71,49.52,35.48,17.99,57.06,7.73,53.88,Bengal Gram(Gram)(Whole),Desi (Whole)
88.29,54.88,56.26,30.44,81.83,6.68,171.61,Rice,Common
108.92,42.04,43.13,17.92,67.0,6.58,57.21,Wheat,Local
82.87,57.43,49.62,15.48,68.62,7.36,72.37,Onion,Local
223.77,56.24,115.23,32.81,71.03,7.43,156.44,Sugarcane,Other
89.99,44.57,116.18,27.87,71.43,5.99,167.61,Ginger(Green),Green Ginger
113.78,58.18,62.07,19.15,64.77,6.75,62.52,Cauliflower,Cauliflower
112.88,59.3,88.76,32.89,69.72,6.99,99.01,Mango(Raw-Ripe),Other
83.9,44.37,86.13,24.87,62.45,6.55,112.4,Mango(Raw-Ripe),Other
100.81,41.2,54.33,28.63,64.99,6.94,55.39,Green Chilli,Green Chilly
140.62,55.84,64.08,21.4,65.41,6.81,87.21,Maize,Hybrid/Local
102.56,59.1,59.39,20.06,60.8,6.26,56.17,Green Chilli,Green Chilly
118.89,45.5,51.6,28.56,70.83,6.1,93.45,Brinjal,Brinjal
220.23,71.56,84.31,33.35,72.14,6.7,156.06,Sugarcane,Other
111.23,42.83,59.11,26.77,80.58,6.95,253.37,Rice,Common
107.35,42.45,95.53,29.71,67.68,6.46,107.62,Mango(Raw-Ripe),Other
70.65,56.23,54.62,20.24,65.54,6.43,88.77,Pumpkin,Pumpkin
115.02,48.09,47.44,29.67,68.57,6.48,107.04,Brinjal,Brinjal
74.41,41.18,56.78,24.93,59.71,7.32,59.8,Pumpkin,Pumpkin
129.13,59.82,109.92,19.98,64.48,6.7,93.99,Orange,Orange
48.45,36.34,26.55,21.74,53.94,6.29,42.76,Coriander(Leaves),Coriander
91.14,55.92,52.9,15.06,57.71,7.17,51.93,Garlic,Garlic
117.29,59.55,53.2,30.73,79.44,6.47,67.57,Cotton,Other
36.68,66.6,32.87,21.88,62.55,7.24,102.49,Soyabean,Local
136.53,59.1,51.47,26.46,61.53,7.55,87.83,Cotton,Other
111.13,52.6,55.18,19.46,74.11,7.27,91.22,Cabbage,Cabbage
70.93,23.89,81.2,19.93,71.23,6.25,81.91,Apple,Apple
121.4,44.64,88.25,29.01,69.89,6.04,198.71,Turmeric(raw),Other
63.36,31.28,24.08,34.22,42.54,6.34,73.19,Bajra(Pearl Millet/Cumbu),Hybrid
111.33,58.22,110.88,25.38,46.63,6.95,127.53,Mango(Raw-Ripe),Other
133.78,86.41,114.32,21.21,72.37,6.19,78.67,Potato,Potato
199.47,57.0,284.21,32.75,84.65,7.03,214.86,Banana,Other
114.55,59.74,53.18,17.62,63.04,7.2,90.0,Cabbage,Cabbage
81.17,42.41,41.41,22.31,67.77,6.05,53.11,Pumpkin,Pumpkin
89.88,40.63,69.56,22.89,65.31,7.14,99.55,Grapes,Other
165.57,58.53,83.6,34.17,79.81,7.9,201.11,Sugarcane,Other
155.7,119.19,99.92,15.92,66.37,6.5,65.78,Potato,Potato
123.67,50.78,102.68,22.19,72.33,7.03,124.27,Turmeric(raw),Other
115.7,51.98,66.13,27.36,71.03,6.28,112.26,Maize,Hybrid/Local
61.43,30.53,77.45,25.52,57.55,7.3,68.17,Grapes,Other
109.13,40.21,43.78,22.36,75.98,5.88,158.37,Rice,Common
100.78,44.23,56.61,22.71,56.04,7.01,84.88,Onion,Local
31.5,59.7,30.34,22.9,60.19,6.08,78.95,Arhar Dal(Tur Dal),Arhar Dal(Tur)
95.28,56.62,49.63,28.07,67.37,6.54,53.05,Pumpkin,Pumpkin
107.47,59.06,43.4,31.38,69.47,7.83,66.25,Cotton,Other
115.78,47.59,100.51,22.09,71.28,6.57,129.93,Orange,Orange
37.78,67.38,47.81,21.04,70.64,7.03,89.68,Soyabean,Local
148.49,62.76,65.41,18.92,78.46,6.13,55.79,Cauliflower,Cauliflower
94.36,44.66,43.27,27.37,76.09,6.4,151.8,Paddy(Basmati),Basmati
110.34,46.57,49.04,29.41,57.19,7.04,74.12,Green Chilli,Green Chilly
168.01,82.13,89.31,19.2,77.49,5.65,68.97,Potato,Potato
77.01,35.31,85.42,21.0,52.31,7.09,99.53,Grapes,Other
239.87,76.91,116.14,24.76,65.43,7.34,159.87,Sugarcane,Other
100.35,56.33,63.72,17.64,65.69,6.72,97.19,Cauliflower,Cauliflower
62.62,40.38,41.07,30.34,76.66,7.28,73.58,Bhindi(Ladies Finger),Bhindi
111.47,55.65,85.59,23.3,72.21,6.39,176.93,Ginger(Green),Green Ginger
91.58,51.25,41.66,28.34,76.97,6.34,270.89,Rice,Common
53.29,35.52,89.87,20.49,67.01,6.33,87.79,Apple,Apple
48.04,38.39,117.05,31.5,86.21,6.98,215.9,Coconut,Coconut
104.63,51.03,54.8,24.75,68.21,6.53,75.29,Brinjal,Brinjal
110.27,40.07,100.23,23.2,65.31,6.16,152.8,Ginger(Green),Green Ginger
72.47,45.68,45.16,14.57,57.65,6.97,54.45,Garlic,Garlic
163.92,66.64,84.15,33.19,81.77,6.53,240.87,Sugarcane,Other
128.46,47.5,45.65,27.48,61.34,7.8,89.0,Cotton,Other
72.87,38.73,39.37,28.49,66.54,6.79,57.23,Bhindi(Ladies Finger),Bhindi
75.02,34.66,37.78,24.63,50.69,7.68,56.77,Mustard,Mustard
116.54,79.47,77.7,19.4,69.55,6.12,71.77,Tomato,Tomato
25.36,43.09,22.62,32.87,78.85,6.82,50.94,Green Gram Dal(Moong Dal),Green Gram Dal
108.95,44.97,97.4,34.72,52.54,7.08,84.45,Mango(Raw-Ripe),Other
81.7,40.77,49.17,22.53,63.93,6.1,87.65,Wheat,Local
110.15,44.67,57.18,26.84,58.35,6.06,79.63,Green Chilli,Green Chilly
34.37,44.02,37.7,22.06,58.01,7.24,86.09,Arhar Dal(Tur Dal),Arhar Dal(Tur)
149.14,67.01,72.15,27.59,63.1,7.1,110.91,Tomato,Tomato
108.29,55.23,109.89,18.57,65.17,7.08,123.6,Orange,Orange
111.57,49.93,92.36,23.47,73.91,6.01,198.19,Turmeric(raw),Other
52.81,34.36,24.6,15.8,63.37,7.48,68.14,Coriander(Leaves),Coriander
132.14,68.67,57.98,17.19,79.96,6.22,53.96,Cauliflower,Cauliflower
244.42,67.03,90.82,26.53,82.11,6.02,224.49,Sugarcane,Other
121.25,48.7,40.03,29.64,56.16,7.06,78.35,Cotton,Other
89.84,50.57,98.43,33.94,56.08,7.5,126.15,Mango(Raw-Ripe),Other
99.49,33.01,35.48,21.77,70.46,6.84,178.19,Paddy(Basmati),Basmati
64.27,37.71,35.73,15.53,53.02,7.13,42.24,Mustard,Mustard
64.12,45.98,37.45,30.49,71.37,7.45,60.57,Bhindi(Ladies Finger),Bhindi
21.97,40.44,41.57,21.35,52.71,6.27,64.5,Groundnut,Local
62.34,56.16,54.58,29.38,53.19,7.28,79.03,Pumpkin,Pumpkin
24.82,44.1,31.76,23.9,43.39,7.9,38.15,Bengal Gram(Gram)(Whole),Desi (Whole)
86.82,34.33,98.58,20.37,61.76,7.46,50.63,Grapes,Other
143.23,66.87,64.61,21.89,72.15,7.32,102.51,Maize,Hybrid/Local
80.43,52.81,57.5,19.69,52.89,6.41,70.43,Garlic,Garlic
126.97,42.84,50.35,25.14,78.49,7.55,114.98,Cotton,Other
89.06,51.3,84.38,22.66,61.15,5.83,169.63,Ginger(Green),Green Ginger
78.96,25.57,95.7,17.43,75.84,5.62,89.31,Apple,Apple
143.07,59.18,62.39,17.17,79.28,6.13,78.31,Cauliflower,Cauliflower
179.61,68.05,88.44,29.64,83.46,7.47,234.53,Sugarcane,Other
31.62,52.85,28.85,17.25,51.5,7.38,37.99,Bengal Gram(Gram)(Whole),Desi (Whole)
141.8,75.55,63.97,19.77,74.09,6.92,103.94,Tomato,Tomato
101.34,52.46,58.82,28.97,64.04,6.94,97.79,Brinjal,Brinjal
81.79,56.34,45.72,27.75,60.98,6.98,78.0,Pumpkin,Pumpkin
104.58,69.71,69.67,19.9,81.04,6.78,121.88,Tomato,Tomato
75.99,43.9,45.71,21.95,84.13,6.85,141.93,Paddy(Basmati),Basmati
21.52,51.24,20.22,23.59,55.59,7.37,65.59,Bengal Gram(Gram)(Whole),Desi (Whole)
107.55,47.56,52.84,15.29,54.58,7.05,75.43,Onion,Local
23.55,58.36,49.12,25.61,60.96,6.54,66.55,Groundnut,Local
20.86,33.51,22.18,31.39,55.56,7.4,69.95,Green Gram Dal(Moong Dal),Green Gram Dal
39.54,64.76,36.88,28.33,66.29,6.18,83.87,Soyabean,Local
31.04,63.92,39.32,21.97,57.41,6.75,61.3,Soyabean,Local
115.74,45.0,54.84,28.83,61.04,7.25,53.52,Green Chilli,Green Chilly
82.25,57.33,96.57,27.36,57.71,6.81,146.98,Mango(Raw-Ripe),Other
69.63,45.87,34.14,26.39,62.75,6.66,67.07,Bhindi(Ladies Finger),Bhindi
167.02,136.84,243.03,35.0,62.84,7.46,186.44,Papaya,Papaya
119.76,40.33,97.71,19.85,68.07,6.64,114.59,Orange,Orange
90.48,48.87,56.34,28.55,74.25,6.19,61.85,Brinjal,Brinjal
27.29,56.06,30.23,20.03,73.11,6.96,86.43,Soyabean,Local
100.28,53.17,42.06,22.51,56.98,7.37,74.7,Wheat,Local
90.77,39.01,32.58,32.39,67.1,6.54,72.56,Bhindi(Ladies Finger),Bhindi
88.15,59.0,47.78,27.3,81.51,6.41,293.71,Rice,Common
37.91,44.49,32.78,22.26,65.14,6.56,70.06,Arhar Dal(Tur Dal),Arhar Dal(Tur)
21.85,59.9,33.32,26.88,59.46,6.42,97.45,Arhar Dal(Tur Dal),Arhar Dal(Tur)
114.35,61.3,58.39,18.56,77.31,7.44,95.21,Cabbage,Cabbage
116.44,51.38,55.85,23.35,55.02,6.52,86.39,Wheat,Local
91.02,58.59,53.15,26.38,58.32,7.23,88.99,Pumpkin,Pumpkin
101.8,51.7,89.24,27.78,79.47,7.02,162.47,Turmeric(raw),Other
81.86,40.85,87.31,27.08,68.74,6.0,169.7,Ginger(Green),Green Ginger
88.35,55.15,48.7,16.61,52.09,6.67,78.02,Garlic,Garlic
103.36,52.08,42.13,25.1,65.55,7.47,59.93,Green Chilli,Green Chilly
86.16,48.68,47.53,17.14,59.56,7.34,79.96,Mustard,Mustard
41.63,25.6,82.51,31.95,81.68,6.53,178.58,Coconut,Coconut
127.03,53.45,91.25,26.27,71.72,5.54,181.71,Turmeric(raw),Other
96.95,40.59,54.74,19.94,65.05,6.84,80.99,Garlic,Garlic
139.44,54.67,66.51,20.36,66.18,7.1,84.64,Cauliflower,Cauliflower
38.79,42.36,30.68,25.93,59.77,6.37,92.51,Arhar Dal(Tur Dal),Arhar Dal(Tur)
79.99,38.21,38.68,33.93,52.8,6.08,69.38,Bajra(Pearl Millet/Cumbu),Hybrid
90.85,43.15,43.3,25.48,58.12,6.84,63.6,Green Chilli,Green Chilly
108.8,53.24,84.84,22.23,76.83,5.58,160.19,Turmeric(raw),Other
243.03,41.92,222.2,32.67,79.6,7.46,233.58,Banana,Other
168.77,74.87,88.34,32.41,60.17,6.1,209.16,Sugarcane,Other
101.08,60.69,77.51,26.01,60.98,6.72,142.49,Tomato,Tomato
89.46,45.58,57.21,24.08,65.02,6.63,110.1,Brinjal,Brinjal
35.93,55.24,25.19,17.35,50.76,6.64,32.02,Bengal Gram(Gram)(Whole),Desi (Whole)
146.22,55.79,109.05,25.34,63.62,7.32,195.62,Turmeric(raw),Other
86.32,56.78,46.68,23.48,60.17,7.44,65.92,Wheat,Local
38.39,58.31,42.82,27.01,67.57,6.85,60.47,Soyabean,Local
70.65,39.49,69.5,19.71,59.7,6.53,72.55,Grapes,Other
81.0,45.34,43.65,24.56,63.92,7.45,75.66,Green Chilli,Green Chilly
69.89,49.19,35.95,29.78,69.98,6.76,94.18,Bhindi(Ladies Finger),Bhindi
105.37,56.02,103.12,19.39,79.62,6.75,139.74,Orange,Orange
217.36,56.31,112.62,21.95,63.48,7.42,157.55,Sugarcane,Other
93.74,49.83,111.71,24.43,71.06,5.62,114.03,Mango(Raw-Ripe),Other
104.01,48.36,53.15,20.3,60.0,6.75,89.13,Onion,Local
171.55,49.66,270.58,29.75,87.07,6.03,194.76,Banana,Other
56.52,29.75,37.36,15.39,61.89,6.52,54.19,Coriander(Leaves),Coriander
131.37,66.33,64.93,17.02,68.09,6.01,91.47,Cabbage,Cabbage
86.04,39.11,30.3,20.6,68.11,7.28,65.03,Mustard,Mustard
146.53,54.22,97.4,29.9,61.54,6.51,130.72,Turmeric(raw),Other
194.77,50.77,294.54,32.57,82.52,6.3,241.84,Banana,Other
43.11,35.3,37.31,31.73,42.71,6.23,51.24,Bajra(Pearl Millet/Cumbu),Hybrid
144.72,50.92,51.74,28.77,76.14,6.32,115.63,Cotton,Other
145.47,54.55,116.1,17.94,68.63,6.94,117.79,Orange,Orange
95.92,37.19,77.57,24.86,61.24,6.07,97.02,Grapes,Other
80.14,30.89,30.85,28.47,66.97,6.15,85.24,Bhindi(Ladies Finger),Bhindi
86.29,58.45,97.58,26.42,77.65,6.47,124.65,Ginger(Green),Green Ginger
129.64,56.66,53.79,18.96,76.54,6.82,97.92,Cabbage,Cabbage
88.74,33.19,64.39,22.27,69.27,6.03,61.29,Grapes,Other
126.96,45.35,49.71,33.26,69.14,6.29,119.18,Cotton,Other
41.18,29.97,28.01,17.61,53.85,7.09,51.98,Coriander(Leaves),Coriander
99.49,55.68,84.26,21.25,73.55,6.39,151.37,Ginger(Green),Green Ginger
110.22,53.27,62.88,21.75,70.65,6.68,94.95,Maize,Hybrid/Local
60.94,25.86,103.39,30.77,81.05,6.0,196.58,Coconut,Coconut
102.6,44.26,52.35,30.59,84.24,6.47,252.32,Rice,Common
145.52,67.81,63.73,16.28,76.84,6.41,65.95,Cabbage,Cabbage
120.04,47.14,100.08,26.28,60.11,7.47,115.44,Orange,Orange
101.25,48.67,98.33,30.14,46.4,5.63,119.08,Mango(Raw-Ripe),Other
100.09,58.71,46.22,22.32,68.54,6.32,91.41,Green Chilli,Green Chilly
90.09,43.12,92.55,30.35,57.55,6.09,138.23,Mango(Raw-Ripe),Other
63.16,43.15,42.77,29.65,67.25,7.46,87.34,Pumpkin,Pumpkin
53.49,38.71,26.68,30.07,58.27,7.65,77.77,Bajra(Pearl Millet/Cumbu),Hybrid
127.0,40.32,109.56,21.8,62.68,6.71,149.74,Orange,Orange
34.97,43.89,31.43,27.95,60.85,7.23,77.06,Arhar Dal(Tur Dal),Arhar Dal(Tur)
110.47,58.38,113.01,24.2,61.6,6.04,184.64,Ginger(Green),Green Ginger
126.04,63.82,68.42,27.68,73.87,7.26,61.02,Maize,Hybrid/Local
98.09,32.41,42.81,32.93,62.19,6.37,98.55,Bhindi(Ladies Finger),Bhindi
118.39,47.98,51.93,29.59,56.74,7.32,97.47,Green Chilli,Green Chilly
132.49,54.08,54.72,19.89,68.64,7.22,90.67,Cabbage,Cabbage
100.36,55.02,45.31,28.38,63.71,6.66,106.85,Brinjal,Brinjal
29.86,51.01,31.62,21.44,66.03,6.27,85.27,Arhar Dal(Tur Dal),Arhar Dal(Tur)
94.04,36.33,90.11,19.02,60.41,6.18,83.17,Grapes,Other
98.07,55.2,113.08,22.09,76.14,5.9,123.42,Ginger(Green),Green Ginger
149.06,64.92,52.38,18.53,77.59,6.21,68.39,Cauliflower,Cauliflower
85.8,42.66,50.64,27.54,69.42,6.87,50.27,Green Chilli,Green Chilly
133.56,43.57,110.53,18.86,61.63,6.45,126.25,Orange,Orange
243.36,149.02,247.72,30.41,75.54,7.11,196.59,Papaya,Papaya
47.39,24.08,85.96,30.27,85.81,5.81,245.25,Coconut,Coconut
110.52,56.15,57.24,28.28,56.81,6.1,52.47,Green Chilli,Green Chilly
73.13,36.84,35.96,25.84,62.24,7.44,51.12,Bhindi(Ladies Finger),Bhindi
31.2,59.04,22.47,23.18,53.43,6.35,85.65,Arhar Dal(Tur Dal),Arhar Dal(Tur)
107.46,50.45,42.17,24.98,56.37,6.86,67.86,Green Chilli,Green Chilly
151.09,89.2,112.16,18.01,71.92,5.16,71.21,Potato,Potato
144.63,58.88,56.6,19.33,75.08,6.36,81.94,Cabbage,Cabbage
144.85,110.59,116.06,21.32,75.36,5.74,55.24,Potato,Potato
111.45,70.04,62.98,25.98,73.21,7.12,143.5,Tomato,Tomato
88.9,54.69,55.99,30.77,76.05,6.41,162.75,Rice,Common
32.2,43.53,29.34,21.16,56.74,7.74,54.37,Bengal Gram(Gram)(Whole),Desi (Whole)
176.48,42.16,279.23,28.36,92.43,6.99,183.19,Banana,Other
205.85,126.1,211.81,29.84,73.91,6.25,117.33,Papaya,Papaya
89.44,49.89,39.09,16.68,52.08,6.4,78.98,Mustard,Mustard
135.57,77.42,65.48,27.96,72.04,7.4,62.85,Tomato,Tomato
53.71,32.04,100.06,29.86,80.45,5.85,196.83,Coconut,Coconut
200.67,135.75,164.99,33.53,79.52,6.14,162.7,Papaya,Papaya
34.46,59.59,45.32,26.76,53.05,7.32,58.02,Groundnut,Local
159.66,137.05,240.25,25.85,73.33,6.18,105.89,Papaya,Papaya
28.19,56.04,26.05,27.63,50.18,7.43,64.84,Arhar Dal(Tur Dal),Arhar Dal(Tur)
104.23,50.23,59.97,21.21,67.02,7.16,72.93,Maize,Hybrid/Local
104.82,49.98,89.04,24.71,62.12,6.1,195.58,Ginger(Green),Green Ginger
102.18,64.62,51.26,21.45,71.76,7.22,62.14,Cauliflower,Cauliflower
111.4,46.43,40.47,28.39,75.3,6.1,103.73,Cotton,Other
102.57,42.75,50.7,29.47,66.88,6.02,65.69,Cotton,Other
26.47,54.14,25.73,28.75,68.22,7.08,96.03,Arhar Dal(Tur Dal),Arhar Dal(Tur)
59.55,33.77,87.48,26.61,72.87,5.54,242.95,Coconut,Coconut
95.31,57.7,51.61,25.02,62.38,6.4,101.62,Brinjal,Brinjal
124.04,40.55,116.26,21.94,67.86,7.49,103.38,Orange,Orange
50.17,30.95,20.9,34.56,52.76,6.23,78.36,Bajra(Pearl Millet/Cumbu),Hybrid
125.31,68.92,65.12,21.25,68.73,6.23,78.54,Cabbage,Cabbage
125.24,107.05,114.71,17.51,65.31,5.4,72.65,Potato,Potato
84.04,53.96,51.28,23.02,62.34,7.35,87.85,Wheat,Local
86.62,42.4,91.92,29.37,69.55,6.49,147.63,Mango(Raw-Ripe),Other
104.66,48.06,54.73,31.37,73.13,7.22,95.52,Cotton,Other
26.6,31.93,29.99,28.83,61.51,6.86,78.55,Green Gram Dal(Moong Dal),Green Gram Dal
95.34,43.05,92.78,31.49,70.21,6.68,124.06,Mango(Raw-Ripe),Other
136.18,46.99,51.0,31.85,77.26,6.27,115.67,Cotton,Other
109.01,44.79,96.65,15.93,64.0,6.98,85.35,Orange,Orange
137.42,66.86,50.95,22.23,56.14,7.45,64.6,Maize,Hybrid/Local
106.28,45.95,51.91,28.08,79.54,6.5,239.05,Rice,Common
108.06,57.81,43.19,24.76,83.45,5.75,255.21,Rice,Common
27.8,47.36,45.52,20.24,53.47,6.13,80.45,Groundnut,Local
18.24,32.16,23.33,26.11,70.54,7.39,43.66,Green Gram Dal(Moong Dal),Green Gram Dal
188.0,59.76,80.74,22.54,83.8,7.8,172.88,Sugarcane,Other
38.08,54.2,34.95,28.71,52.42,6.27,64.9,Groundnut,Local
135.19,74.53,69.9,25.97,65.44,6.27,142.64,Tomato,Tomato
23.76,36.75,21.93,34.31,67.09,7.07,49.38,Green Gram Dal(Moong Dal),Green Gram Dal
27.43,41.21,23.32,27.29,64.61,6.35,99.38,Arhar Dal(Tur Dal),Arhar Dal(Tur)
247.21,147.1,241.44,26.55,65.91,6.51,190.87,Papaya,Papaya
99.06,47.85,97.35,30.06,45.42,7.4,115.46,Mango(Raw-Ripe),Other
127.2,57.14,50.16,21.17,73.93,6.19,63.63,Cauliflower,Cauliflower
123.0,113.63,80.69,16.15,71.1,6.26,70.34,Potato,Potato
55.23,30.07,26.64,24.51,56.48,7.13,44.28,Coriander(Leaves),Coriander
77.76,46.86,39.28,23.31,77.59,5.58,122.65,Paddy(Basmati),Basmati
119.23,44.3,51.89,16.92,53.28,7.28,99.04,Onion,Local
108.73,53.82,116.22,21.16,70.61,6.38,128.11,Ginger(Green),Green Ginger
126.05,54.34,115.01,22.65,73.51,6.82,109.09,Orange,Orange
61.77,54.66,56.32,24.6,50.08,6.64,95.46,Garlic,Garlic
144.06,52.7,50.42,16.37,68.25,6.44,79.92,Cabbage,Cabbage
86.75,39.42,45.48,15.13,68.56,7.37,57.11,Mustard,Mustard
38.24,61.04,32.12,26.6,62.57,6.17,60.65,Soyabean,Local
125.53,58.25,69.49,22.4,59.76,6.2,117.31,Maize,Hybrid/Local
182.48,58.01,228.21,30.74,88.95,6.28,182.0,Banana,Other
83.14,47.88,96.81,22.83,77.2,5.76,195.0,Ginger(Green),Green Ginger
69.55,43.58,52.44,27.64,59.43,6.24,56.96,Pumpkin,Pumpkin
171.15,85.03,91.34,20.63,60.6,6.03,92.0,Potato,Potato
238.88,69.42,87.11,33.28,65.62,6.79,159.4,Sugarcane,Other
81.55,53.3,43.36,17.98,54.47,6.65,94.14,Garlic,Garlic
83.13,48.92,52.3,25.36,68.8,6.14,111.54,Brinjal,Brinjal
154.35,87.11,89.65,19.23,76.82,5.73,62.46,Potato,Potato
118.72,40.45,41.1,25.08,82.25,7.0,283.27,Rice,Common
35.56,54.77,33.85,24.49,55.34,6.3,62.51,Groundnut,Local
29.27,36.14,26.19,30.93,79.6,6.68,45.36,Green Gram Dal(Moong Dal),Green Gram Dal
175.19,139.59,193.31,32.46,67.64,7.33,144.49,Papaya,Papaya
81.27,50.55,108.19,24.03,66.7,5.94,157.58,Ginger(Green),Green Ginger
80.13,59.52,88.32,24.7,63.35,5.99,85.8,Mango(Raw-Ripe),Other
41.83,39.45,20.79,19.47,65.66,6.37,59.27,Coriander(Leaves),Coriander
185.29,53.38,216.1,32.72,75.89,6.37,218.12,Banana,Other
36.49,60.48,40.58,23.92,69.2,6.74,100.14,Soyabean,Local
53.58,22.69,26.14,34.17,49.53,6.8,76.65,Bajra(Pearl Millet/Cumbu),Hybrid
154.13,61.07,268.08,27.83,88.94,7.11,195.81,Banana,Other
113.56,49.21,48.74,23.55,63.82,7.41,60.76,Green Chilli,Green Chilly
95.18,39.85,49.44,23.94,73.36,5.69,164.85,Paddy(Basmati),Basmati
19.51,38.12,28.94,31.37,60.81,7.21,53.46,Green Gram Dal(Moong Dal),Green Gram Dal
94.69,41.6,47.9,20.09,58.25,7.37,93.27,Green Chilli,Green Chilly
89.61,37.43,39.64,22.49,80.78,6.26,100.23,Paddy(Basmati),Basmati
100.26,66.89,67.9,19.15,68.35,6.62,98.58,Cabbage,Cabbage
94.67,36.24,42.15,22.3,66.21,6.11,110.51,Paddy(Basmati),Basmati
112.35,61.39,73.23,27.49,75.04,6.34,148.99,Tomato,Tomato
