previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Gram,6.82,sandy_loam,32.24,56.63,189.22,Kharif,Cotton
Mustard,7.78,sandy,31.32,68.16,105.12,Kharif,Cotton
Sugarcane,7.22,silt_clay,16.16,54.45,47.57,Rabi,Gram
Groundnut,6.39,loamy,22.05,75.74,52.14,Rabi,Wheat
Papaya,6.92,sandy_loam,18.45,55.1,63.2,Rabi,Gram
Potato,5.89,silt_clay,29.12,62.89,171.3,Kharif,Maize
Rice,6.21,loamy,22.72,72.67,100.08,Rabi,Wheat
Turmeric,6.48,sandy_loam,18.81,62.15,73.65,Rabi,Mustard
Rice,5.77,sandy,26.91,68.25,113.01,Rabi,Groundnut
Cotton,7.09,sandy,18.97,55.47,69.52,Rabi,Gram
Gram,6.67,loamy,25.86,69.57,150.28,Kharif,Cotton
Wheat,6.75,loamy,28.28,72.06,110.98,Kharif,Groundnut
Wheat,6.42,sandy_loam,30.17,65.41,64.75,Kharif,Groundnut
Mango,6.71,sandy,17.79,75.6,63.14,Rabi,Gram
Turmeric,7.06,clay,19.93,65.74,60.82,Rabi,Gram
Wheat,6.91,clay,29.89,73.34,63.97,Kharif,Gram
Turmeric,7.11,sandy_loam,16.63,81.18,43.04,Rabi,Mustard
Tomato,6.96,sandy,17.64,68.47,75.87,Rabi,Garlic
Ginger,6.42,sandy_loam,23.47,60.94,63.11,Rabi,Wheat
Rice,7.41,silt_clay,28.83,76.17,242.96,Rabi,Wheat
Mustard,6.75,sandy,30.26,78.31,136.18,Kharif,Cotton
Tomato,6.29,silt_clay,22.78,67.26,78.21,Rabi,Wheat
Sugarcane,7.9,silt_clay,24.86,79.35,72.34,Rabi,Gram
Onion,7.24,clay,28.92,82.04,67.54,Kharif,Maize
Papaya,7.27,loamy,17.96,55.76,60.12,Rabi,Gram
Coriander,6.24,clay,29.99,75.4,90.31,Kharif,Maize
Cotton,7.86,clay,23.31,79.48,54.93,Rabi,Mustard
Turmeric,6.16,sandy_loam,19.7,74.18,55.94,Rabi,Mustard
Gram,6.3,sandy,31.59,67.87,147.7,Kharif,Cotton
Maize,6.15,clay,20.38,59.41,62.11,Rabi,Gram
Onion,6.74,sandy_loam,30.75,84.48,74.85,Kharif,Maize
Green Chilli,7.48,sandy,19.07,67.45,61.33,Rabi,Gram
Papaya,6.29,clay,22.39,67.3,41.15,Rabi,Mustard
Onion,6.66,loamy,25.39,50.51,67.15,Kharif,Maize
Tomato,6.77,sandy,20.74,65.57,83.42,Rabi,Garlic
Coriander,7.01,silt_clay,34.97,76.91,82.95,Kharif,Maize
Rice,6.17,sandy,25.49,69.21,130.26,Rabi,Groundnut
Groundnut,6.84,clay,24.86,67.94,77.37,Rabi,Wheat
Bhindi,6.49,clay,17.46,72.81,73.29,Rabi,Mustard
Green Chilli,6.46,clay,22.25,50.55,51.58,Rabi,Gram
Garlic,7.35,silt_clay,31.25,63.72,119.37,Kharif,Maize
Papaya,6.12,silt_clay,23.74,84.23,60.48,Rabi,Gram
Cotton,6.08,sandy_loam,20.97,72.87,47.69,Rabi,Wheat
Ginger,5.86,sandy,22.52,77.7,45.81,Rabi,Mustard
Sugarcane,6.86,clay,17.56,61.46,46.58,Rabi,Gram
Groundnut,6.5,loamy,19.7,83.47,70.67,Rabi,Gram
Coriander,6.1,sandy,33.21,61.72,102.36,Kharif,Cotton
Brinjal,6.37,silt_clay,16.28,65.41,75.51,Rabi,Wheat
Mango,6.58,silt_clay,16.77,60.23,62.05,Rabi,Gram
Bhindi,7.49,sandy_loam,19.89,76.14,44.39,Rabi,Gram
Mustard,6.94,silt_clay,34.47,59.63,139.8,Kharif,Rice
Bhindi,6.29,sandy,22.17,70.34,78.35,Rabi,Gram
Maize,6.73,sandy,15.21,59.42,71.06,Rabi,Mustard
Potato,5.53,silt_clay,27.88,62.02,166.84,Kharif,Rice
Rice,6.13,loamy,25.38,73.16,210.68,Rabi,Wheat
Turmeric,6.44,silt_clay,16.55,68.75,52.31,Rabi,Gram
Wheat,6.0,sandy,33.32,67.76,50.64,Kharif,Gram
Potato,6.16,clay,29.66,52.39,182.64,Kharif,Rice
Mango,6.17,sandy_loam,22.77,61.45,66.33,Rabi,Wheat
Ginger,6.06,sandy_loam,15.87,50.76,63.76,Rabi,Mustard
Cotton,6.88,clay,24.62,65.54,70.0,Rabi,Wheat
Onion,6.99,sandy_loam,27.08,60.89,106.2,Kharif,Cotton
Rice,7.33,silt_clay,27.31,56.74,117.29,Rabi,Mustard
Cotton,7.04,sandy_loam,17.5,59.21,40.03,Rabi,Mustard
Mango,6.87,sandy,16.19,82.72,51.83,Rabi,Gram
Potato,6.88,loamy,29.44,79.2,135.16,Kharif,Maize
Onion,6.0,sandy,30.63,66.77,66.27,Kharif,Cotton
Brinjal,6.23,silt_clay,15.2,54.11,73.77,Rabi,Mustard
Wheat,6.42,loamy,26.16,78.61,88.06,Kharif,Gram
Papaya,7.49,sandy,22.5,68.81,58.48,Rabi,Gram
Potato,6.43,loamy,23.89,69.92,173.95,Kharif,Rice
Maize,6.84,loamy,22.23,59.81,81.24,Rabi,Wheat
Papaya,7.24,sandy,23.31,53.46,45.79,Rabi,Gram
Sugarcane,7.16,silt_clay,23.64,65.99,59.0,Rabi,Gram
Mango,6.55,clay,20.45,75.47,64.87,Rabi,Wheat
Brinjal,7.23,sandy,23.48,57.37,64.97,Rabi,Wheat
Sugarcane,7.9,silt_clay,20.04,79.02,60.33,Rabi,Gram
Gram,6.54,loamy,30.34,83.04,139.63,Kharif,Cotton
Banana,6.51,silt_clay,15.97,58.26,42.07,Rabi,Mustard
Brinjal,6.23,loamy,22.79,75.79,67.61,Rabi,Wheat
Turmeric,6.91,sandy_loam,20.58,70.67,61.56,Rabi,Gram
Ginger,5.78,loamy,24.85,71.28,60.03,Rabi,Mustard
Rice,7.18,silt_clay,23.83,68.16,107.04,Rabi,Groundnut
Ginger,6.15,sandy,20.21,62.94,44.94,Rabi,Mustard
Gram,7.92,sandy,25.89,67.9,191.85,Kharif,Cotton
Bhindi,6.27,clay,23.29,64.89,42.47,Rabi,Gram
Onion,7.12,sandy_loam,33.75,71.5,71.29,Kharif,Cotton
Papaya,6.69,sandy_loam,15.4,59.07,52.37,Rabi,Gram
Cotton,7.35,silt_clay,15.45,72.63,49.07,Rabi,Mustard
Wheat,6.93,silt_clay,34.89,76.02,56.5,Kharif,Gram
Mango,7.23,sandy,17.33,65.78,43.87,Rabi,Gram
Ginger,5.8,sandy_loam,16.0,51.45,50.62,Rabi,Wheat
Groundnut,6.65,loamy,21.09,76.91,57.87,Rabi,Wheat
Coconut,6.28,silt_clay,22.65,68.55,177.33,Kharif,Rice
Turmeric,5.92,sandy_loam,23.56,56.77,49.68,Rabi,Gram
Garlic,6.98,sandy_loam,27.51,75.69,77.08,Kharif,Maize
Rice,6.21,sandy,22.66,62.61,138.99,Rabi,Mustard
Bhindi,7.49,sandy,17.56,60.4,70.74,Rabi,Gram
Tomato,7.26,silt_clay,21.11,78.71,70.21,Rabi,Onion
Groundnut,7.48,sandy,19.07,56.21,44.39,Rabi,Gram
Onion,6.05,clay,31.25,58.84,100.14,Kharif,Maize
Cotton,6.08,sandy,23.72,70.19,53.82,Rabi,Mustard
Turmeric,5.81,sandy,21.65,60.4,44.68,Rabi,Gram
Turmeric,6.34,loamy,20.46,63.12,48.92,Rabi,Mustard
Coconut,5.74,sandy_loam,24.72,50.52,228.84,Kharif,Maize
Turmeric,5.54,clay,17.13,76.12,53.78,Rabi,Mustard
Tomato,7.22,loamy,22.16,75.26,64.12,Rabi,Garlic
Mango,6.31,silt_clay,20.23,62.07,44.19,Rabi,Gram
Rice,5.85,loamy,23.98,68.12,225.66,Rabi,Mustard
Tomato,6.53,silt_clay,17.56,63.31,93.56,Rabi,Garlic
Maize,6.53,sandy_loam,22.59,59.89,61.18,Rabi,Wheat
Mustard,7.43,sandy,34.66,56.12,164.8,Kharif,Cotton
Maize,7.1,sandy,19.09,82.34,46.71,Rabi,Mustard
Coriander,6.94,loamy,32.49,52.55,99.57,Kharif,Maize
Mango,6.74,sandy,17.02,77.8,54.36,Rabi,Wheat
Mango,7.21,clay,22.47,83.5,59.46,Rabi,Wheat
Cotton,6.15,clay,17.31,73.85,77.61,Rabi,Gram
Green Chilli,6.13,loamy,22.68,79.85,71.16,Rabi,Gram
Coconut,6.8,loamy,26.03,84.89,167.34,Kharif,Maize
Brinjal,6.45,sandy,21.83,72.31,75.25,Rabi,Wheat
Sugarcane,6.93,sandy,19.02,64.87,55.32,Rabi,Mustard
Bhindi,6.03,sandy,17.53,73.92,68.97,Rabi,Mustard
Cotton,7.6,sandy_loam,19.16,67.98,76.13,Rabi,Gram
Green Chilli,6.89,sandy_loam,19.94,67.97,46.56,Rabi,Gram
Coriander,6.99,sandy_loam,29.29,82.86,119.48,Kharif,Maize
Groundnut,6.12,clay,18.14,72.17,44.23,Rabi,Wheat
Wheat,7.47,sandy_loam,30.05,69.02,101.4,Kharif,Cotton
Potato,6.53,clay,22.59,57.54,199.86,Kharif,Rice
Maize,7.21,loamy,17.91,57.25,49.14,Rabi,Wheat
Sugarcane,7.99,sandy_loam,21.75,63.86,45.32,Rabi,Gram
Mustard,7.37,sandy,31.87,58.53,179.86,Kharif,Cotton
Green Chilli,7.05,sandy_loam,17.04,56.55,59.56,Rabi,Gram
Garlic,7.49,clay,26.34,53.1,114.49,Kharif,Maize
Brinjal,6.61,sandy_loam,20.8,73.16,68.85,Rabi,Mustard
Banana,6.97,sandy_loam,23.45,67.27,59.93,Rabi,Gram
Garlic,7.31,clay,28.26,51.23,99.08,Kharif,Cotton
Coconut,6.29,clay,26.22,67.03,209.42,Kharif,Rice
Maize,6.99,sandy_loam,21.76,54.61,54.05,Rabi,Mustard
Maize,7.0,sandy,16.39,58.9,92.53,Rabi,Mustard
Wheat,7.87,silt_clay,32.28,53.78,118.53,Kharif,Gram
Bhindi,6.26,loamy,20.61,84.35,60.73,Rabi,Mustard
Mango,6.54,silt_clay,18.76,76.01,58.25,Rabi,Wheat
Green Chilli,6.62,clay,19.42,68.14,60.87,Rabi,Wheat
Green Chilli,6.36,sandy_loam,23.19,69.73,61.01,Rabi,Gram
Sugarcane,7.27,clay,15.07,68.32,76.86,Rabi,Gram
Tomato,7.34,sandy_loam,24.43,75.25,54.41,Rabi,Onion
Onion,7.07,loamy,34.08,58.25,114.5,Kharif,Maize
Ginger,6.28,clay,15.36,50.12,69.11,Rabi,Mustard
Onion,6.63,sandy,27.81,83.37,63.21,Kharif,Maize
Coriander,6.97,silt_clay,32.96,84.91,118.16,Kharif,Maize
Potato,5.97,sandy_loam,27.89,50.39,105.97,Kharif,Maize
Turmeric,6.35,silt_clay,21.15,74.27,44.29,Rabi,Gram
Coconut,7.03,sandy,30.44,75.79,239.69,Kharif,Maize
Coconut,6.35,silt_clay,23.67,79.76,174.16,Kharif,Maize
Papaya,7.15,silt_clay,15.02,69.41,49.52,Rabi,Mustard
Groundnut,7.27,silt_clay,17.99,61.08,66.85,Rabi,Wheat
Ginger,6.37,sandy_loam,19.79,60.56,58.71,Rabi,Mustard
Turmeric,6.15,silt_clay,17.33,64.98,75.6,Rabi,Mustard
Mustard,7.32,sandy_loam,25.57,62.01,166.69,Kharif,Rice
Mango,6.21,sandy_loam,19.51,64.68,42.9,Rabi,Wheat
Potato,6.98,silt_clay,31.15,77.18,122.83,Kharif,Rice
Turmeric,7.22,sandy,18.65,53.81,64.05,Rabi,Mustard
Papaya,6.03,sandy_loam,24.85,64.77,78.02,Rabi,Gram
Garlic,6.04,clay,34.36,63.73,86.34,Kharif,Maize
Bhindi,7.26,silt_clay,22.34,76.51,56.77,Rabi,Gram
Ginger,6.04,sandy,23.7,70.04,57.36,Rabi,Mustard
Papaya,6.7,sandy,17.25,58.41,62.99,Rabi,Gram
Wheat,6.98,sandy_loam,33.65,58.52,115.17,Kharif,Groundnut
Turmeric,6.67,clay,23.05,60.88,47.6,Rabi,Mustard
Groundnut,7.03,clay,17.16,70.68,76.53,Rabi,Gram
Cotton,6.03,clay,24.32,78.73,62.66,Rabi,Mustard
Banana,6.66,sandy,19.71,66.08,64.92,Rabi,Gram
Garlic,7.48,clay,25.61,81.65,107.4,Kharif,Cotton
Mustard,6.63,silt_clay,25.49,59.01,113.57,Kharif,Rice
Gram,6.05,clay,25.8,62.58,185.84,Kharif,Rice
Coconut,5.82,clay,22.53,52.74,152.08,Kharif,Rice
Coconut,5.81,silt_clay,23.79,67.89,173.97,Kharif,Rice
Mustard,7.59,silt_clay,33.05,61.85,105.54,Kharif,Maize
Onion,7.09,silt_clay,29.28,56.91,114.65,Kharif,Maize
Cotton,7.46,silt_clay,23.57,78.71,57.62,Rabi,Gram
Bhindi,7.27,sandy_loam,17.83,81.48,71.63,Rabi,Mustard
Mustard,7.06,loamy,26.07,58.36,194.93,Kharif,Cotton
Garlic,6.81,clay,33.09,78.72,71.71,Kharif,Maize
Papaya,7.23,silt_clay,19.05,71.97,70.79,Rabi,Mustard
Turmeric,6.14,clay,22.1,57.7,52.01,Rabi,Gram
Cotton,6.68,silt_clay,15.1,75.06,68.25,Rabi,Mustard
Turmeric,7.17,silt_clay,19.74,72.56,76.28,Rabi,Mustard
Groundnut,6.07,sandy_loam,24.11,83.68,57.12,Rabi,Gram
Coconut,6.26,silt_clay,25.99,52.87,202.68,Kharif,Rice
Rice,5.51,clay,21.99,74.9,218.53,Rabi,Mustard
Bhindi,7.15,sandy,20.0,63.56,64.52,Rabi,Mustard
Turmeric,6.96,loamy,24.98,78.83,53.75,Rabi,Gram
Gram,6.53,clay,28.21,69.33,105.05,Kharif,Rice
Gram,7.65,loamy,30.45,59.92,194.84,Kharif,Rice
Wheat,7.0,sandy,28.68,65.7,122.21,Kharif,Gram
Turmeric,5.77,sandy_loam,15.41,53.56,43.49,Rabi,Gram
Coriander,6.3,sandy,29.97,76.55,63.86,Kharif,Cotton
Coconut,6.91,loamy,27.46,72.89,212.03,Kharif,Rice
Mango,6.4,sandy,21.02,76.36,57.33,Rabi,Wheat
Turmeric,5.73,clay,15.45,75.05,70.43,Rabi,Gram
Maize,6.45,loamy,21.42,73.5,77.94,Rabi,Gram
Brinjal,7.03,loamy,16.88,67.52,71.73,Rabi,Mustard
Sugarcane,6.19,sandy_loam,24.77,79.87,59.93,Rabi,Gram
Banana,6.94,sandy,22.92,66.39,67.21,Rabi,Gram
Garlic,6.34,silt_clay,30.48,55.93,109.05,Kharif,Cotton
Gram,6.24,loamy,29.55,69.46,140.4,Kharif,Rice
Maize,7.32,sandy,19.67,61.91,96.43,Rabi,Mustard
Turmeric,6.56,sandy_loam,15.26,67.41,61.13,Rabi,Gram
Mango,6.68,sandy_loam,19.91,64.67,51.65,Rabi,Gram
Mustard,7.01,loamy,25.14,69.84,193.23,Kharif,Cotton
Mustard,6.54,loamy,25.04,55.69,134.95,Kharif,Maize
Garlic,6.93,loamy,30.69,65.81,86.1,Kharif,Maize
Papaya,6.14,loamy,24.42,65.26,79.42,Rabi,Gram
Garlic,6.3,loamy,28.95,84.41,74.69,Kharif,Maize
Bhindi,7.47,sandy_loam,19.25,64.89,74.88,Rabi,Gram
Maize,7.44,sandy_loam,18.98,76.68,67.3,Rabi,Wheat
Wheat,6.9,clay,28.8,77.15,146.45,Kharif,Gram
Tomato,6.83,sandy,15.13,56.01,82.69,Rabi,Onion
Tomato,6.15,sandy,17.06,74.06,67.62,Rabi,Onion
Garlic,7.33,silt_clay,27.91,64.48,93.02,Kharif,Cotton
Papaya,6.47,silt_clay,23.49,60.34,65.66,Rabi,Gram
Banana,6.32,clay,23.84,69.31,64.65,Rabi,Gram
Ginger,5.78,sandy_loam,15.54,80.29,60.45,Rabi,Wheat
Bhindi,6.52,loamy,22.04,75.49,75.87,Rabi,Gram
Groundnut,7.21,clay,19.72,74.88,57.56,Rabi,Wheat
Groundnut,6.44,sandy,24.29,78.15,46.52,Rabi,Wheat
Tomato,6.6,sandy_loam,18.95,56.11,92.44,Rabi,Wheat
Tomato,7.06,sandy,15.64,51.93,59.37,Rabi,Garlic
Bhindi,6.15,clay,16.98,66.79,75.5,Rabi,Mustard
Mango,7.03,clay,22.75,73.51,51.68,Rabi,Wheat
Coconut,5.64,silt_clay,28.92,51.2,170.36,Kharif,Maize
Maize,6.27,silt_clay,17.85,78.64,71.9,Rabi,Wheat
Bhindi,7.49,silt_clay,23.09,58.25,58.45,Rabi,Gram
Coconut,6.89,loamy,30.82,51.13,225.17,Kharif,Maize
Ginger,6.05,clay,20.36,68.02,41.68,Rabi,Mustard
Mustard,6.97,silt_clay,27.78,82.67,172.35,Kharif,Rice
Garlic,7.36,clay,34.86,72.91,87.25,Kharif,Maize
Coconut,6.33,clay,27.99,72.25,221.33,Kharif,Rice
Cotton,6.93,loamy,21.23,78.24,73.68,Rabi,Mustard
Coconut,6.97,sandy_loam,29.49,51.8,245.01,Kharif,Maize
Groundnut,7.37,sandy_loam,25.0,58.54,70.53,Rabi,Gram
Mango,6.5,sandy,22.33,56.93,48.72,Rabi,Gram
Bhindi,7.02,silt_clay,16.31,82.92,76.0,Rabi,Mustard
Green Chilli,7.13,sandy,23.88,72.33,74.07,Rabi,Wheat
Groundnut,7.17,sandy,20.61,66.64,71.62,Rabi,Gram
Potato,5.97,clay,29.44,81.4,192.62,Kharif,Maize
Garlic,7.34,clay,34.65,83.6,73.54,Kharif,Maize
Groundnut,6.08,clay,15.94,67.94,62.57,Rabi,Wheat
Ginger,6.38,loamy,21.54,71.88,76.17,Rabi,Wheat
Groundnut,7.1,clay,18.94,50.04,44.81,Rabi,Wheat
Gram,6.68,sandy,30.62,50.21,107.85,Kharif,Cotton
Groundnut,7.13,clay,17.2,65.35,71.28,Rabi,Wheat
Ginger,5.94,sandy_loam,17.71,50.83,60.81,Rabi,Mustard
Groundnut,6.92,sandy,19.32,58.05,60.64,Rabi,Gram
Mango,6.4,clay,18.8,51.98,67.11,Rabi,Gram
Wheat,6.48,silt_clay,26.99,52.26,54.26,Kharif,Cotton
Ginger,5.98,sandy_loam,19.08,67.88,75.91,Rabi,Mustard
Turmeric,6.08,silt_clay,22.75,65.94,65.2,Rabi,Gram
Turmeric,5.84,sandy,21.31,56.03,46.49,Rabi,Mustard
Papaya,7.35,silt_clay,18.17,81.38,41.28,Rabi,Gram
Coconut,7.35,clay,29.9,57.5,184.4,Kharif,Rice
Potato,6.03,silt_clay,23.7,72.84,161.21,Kharif,Maize
Sugarcane,6.74,sandy_loam,23.04,80.32,42.38,Rabi,Gram
Green Chilli,6.96,sandy_loam,17.66,64.15,68.07,Rabi,Gram
Banana,6.42,sandy,21.82,83.83,54.52,Rabi,Gram
Tomato,7.1,sandy_loam,20.45,83.25,58.97,Rabi,Onion
Onion,6.03,loamy,29.17,76.51,73.62,Kharif,Maize
Coriander,6.22,loamy,25.75,76.25,107.26,Kharif,Cotton
Coconut,6.4,silt_clay,25.56,65.19,176.06,Kharif,Maize
Mango,7.41,sandy,16.48,73.79,44.2,Rabi,Gram
Rice,6.86,clay,27.11,78.33,152.3,Rabi,Mustard
Gram,7.2,clay,28.88,58.48,192.45,Kharif,Rice
Papaya,6.34,clay,24.49,61.52,67.76,Rabi,Gram
Potato,6.79,silt_clay,28.84,50.67,170.69,Kharif,Rice
Coriander,7.41,sandy_loam,32.08,52.45,115.73,Kharif,Maize
Mango,6.72,clay,17.7,75.66,64.41,Rabi,Gram
Onion,7.11,sandy,26.76,71.25,88.6,Kharif,Cotton
Groundnut,7.01,clay,20.95,61.74,72.63,Rabi,Wheat
Mustard,7.67,sandy_loam,31.73,67.4,195.03,Kharif,Rice
Sugarcane,6.78,loamy,23.94,61.75,64.6,Rabi,Mustard
Bhindi,7.5,silt_clay,15.28,78.83,47.98,Rabi,Mustard
Onion,7.15,clay,26.17,62.87,61.53,Kharif,Cotton
Wheat,6.9,silt_clay,31.94,57.73,58.24,Kharif,Maize
Sugarcane,7.66,clay,22.09,53.69,73.55,Rabi,Mustard
Papaya,6.28,sandy,23.0,57.96,46.68,Rabi,Mustard
Maize,6.34,sandy_loam,21.82,55.85,79.32,Rabi,Mustard
Rice,5.75,clay,25.83,64.75,233.9,Rabi,Mustard
Green Chilli,7.39,clay,24.44,77.07,73.56,Rabi,Wheat
Bhindi,6.53,sandy,18.01,57.03,70.97,Rabi,Mustard
Ginger,6.34,sandy,21.15,55.75,40.82,Rabi,Wheat
Onion,6.14,silt_clay,34.97,68.37,92.64,Kharif,Cotton
Coriander,6.94,silt_clay,33.01,68.89,69.41,Kharif,Maize
Ginger,5.97,loamy,15.94,72.86,53.33,Rabi,Wheat
Banana,6.78,sandy,24.33,75.03,77.13,Rabi,Gram
Mango,7.08,sandy_loam,21.3,73.1,69.35,Rabi,Wheat
Banana,6.98,silt_clay,16.23,60.36,75.46,Rabi,Mustard
Green Chilli,7.46,sandy_loam,15.98,54.45,42.47,Rabi,Gram
Mustard,8.0,loamy,28.5,70.87,127.42,Kharif,Maize
Cotton,7.69,silt_clay,16.75,73.55,48.82,Rabi,Wheat
Brinjal,7.49,clay,17.96,58.57,48.71,Rabi,Mustard
Mustard,6.72,loamy,26.83,58.13,163.56,Kharif,Maize
Green Chilli,6.81,sandy,16.32,53.99,49.62,Rabi,Wheat
Turmeric,6.54,sandy,21.58,52.26,55.64,Rabi,Gram
Rice,6.51,sandy_loam,26.69,80.25,134.53,Rabi,Groundnut
Ginger,6.4,sandy_loam,20.66,81.05,52.93,Rabi,Mustard
Papaya,7.43,sandy_loam,22.33,62.66,47.45,Rabi,Gram
Green Chilli,6.37,clay,16.27,67.59,62.45,Rabi,Gram
Papaya,6.93,sandy,21.59,62.42,47.7,Rabi,Mustard
Turmeric,5.66,sandy_loam,24.58,64.87,79.69,Rabi,Gram
Onion,7.03,clay,31.27,75.47,100.76,Kharif,Cotton
Turmeric,6.81,silt_clay,20.65,77.9,57.52,Rabi,Gram
Brinjal,6.88,clay,19.69,84.62,75.55,Rabi,Wheat
Garlic,6.98,sandy_loam,30.75,52.93,76.4,Kharif,Maize
Wheat,7.31,silt_clay,34.96,84.12,115.03,Kharif,Maize
Brinjal,6.5,loamy,17.57,79.76,54.22,Rabi,Mustard
Tomato,6.83,loamy,19.49,65.4,54.56,Rabi,Onion
Brinjal,6.3,sandy,15.97,51.4,59.16,Rabi,Mustard
Ginger,6.32,silt_clay,21.9,64.07,60.47,Rabi,Wheat
Groundnut,7.27,sandy,17.59,52.96,44.77,Rabi,Wheat
Brinjal,6.08,clay,17.37,61.33,59.25,Rabi,Wheat
Onion,6.63,clay,30.33,68.0,75.41,Kharif,Maize
Wheat,7.99,loamy,27.33,57.73,67.38,Kharif,Gram
Garlic,6.02,loamy,27.93,69.31,63.84,Kharif,Maize
Ginger,5.97,silt_clay,23.09,56.66,74.87,Rabi,Mustard
Bhindi,6.98,sandy,18.64,65.73,74.42,Rabi,Mustard
Potato,6.52,silt_clay,27.62,75.02,172.81,Kharif,Rice
Groundnut,7.14,sandy,15.48,77.14,62.83,Rabi,Gram
Banana,7.46,sandy,17.06,66.69,57.26,Rabi,Gram
Cotton,7.41,sandy_loam,19.64,75.3,66.27,Rabi,Mustard
Coriander,7.14,sandy,27.32,63.97,73.5,Kharif,Maize
Bhindi,6.71,sandy,20.66,74.29,70.71,Rabi,Mustard
Bhindi,7.41,clay,16.51,77.49,44.88,Rabi,Gram
Green Chilli,7.47,sandy,18.72,71.34,50.97,Rabi,Gram
Groundnut,6.73,silt_clay,19.17,75.57,60.87,Rabi,Wheat
Coriander,6.51,sandy_loam,26.83,79.43,83.71,Kharif,Cotton
Bhindi,6.4,loamy,23.29,74.34,63.0,Rabi,Mustard
Rice,5.77,silt_clay,20.56,80.27,221.94,Rabi,Mustard
Gram,6.77,loamy,32.49,59.53,111.75,Kharif,Cotton
Turmeric,6.54,sandy,18.85,53.75,70.51,Rabi,Gram
Brinjal,7.46,silt_clay,23.46,83.09,74.59,Rabi,Wheat
Potato,6.24,sandy_loam,26.12,66.58,141.45,Kharif,Rice
Onion,6.2,sandy,32.14,75.76,68.3,Kharif,Maize
Gram,7.51,sandy,27.42,66.91,188.68,Kharif,Rice
Cotton,7.24,silt_clay,15.62,61.73,42.68,Rabi,Mustard
Maize,7.44,sandy_loam,16.3,73.66,96.64,Rabi,Mustard
Papaya,7.47,clay,18.26,68.97,46.81,Rabi,Mustard
Sugarcane,6.01,sandy_loam,24.54,54.27,40.73,Rabi,Gram
Potato,5.97,sandy_loam,30.14,55.76,100.56,Kharif,Maize
Gram,7.08,sandy_loam,34.73,60.0,107.11,Kharif,Cotton
Gram,6.57,loamy,30.98,71.06,106.45,Kharif,Cotton
Maize,6.01,clay,18.16,72.57,63.71,Rabi,Gram
Cotton,6.85,sandy_loam,21.65,67.52,65.79,Rabi,Mustard
Garlic,7.01,sandy,26.1,61.16,70.58,Kharif,Maize
Onion,6.48,loamy,28.69,51.89,105.78,Kharif,Maize
Banana,7.43,sandy,19.55,59.31,56.33,Rabi,Mustard
Turmeric,6.2,clay,15.14,81.43,56.52,Rabi,Mustard
Ginger,6.44,sandy_loam,15.77,70.98,49.32,Rabi,Mustard
Cotton,6.44,loamy,17.12,60.89,46.68,Rabi,Mustard
Mustard,6.33,loamy,28.66,58.03,121.83,Kharif,Cotton
Cotton,7.62,sandy,21.07,63.61,49.61,Rabi,Mustard
Onion,6.99,sandy_loam,27.54,61.58,76.19,Kharif,Maize
Turmeric,6.96,loamy,23.42,69.21,73.78,Rabi,Gram
Mango,7.32,sandy_loam,19.72,58.53,53.96,Rabi,Gram
Turmeric,6.9,sandy,16.78,83.9,54.16,Rabi,Mustard
Mustard,6.15,sandy,31.69,61.04,168.26,Kharif,Maize
Brinjal,6.04,sandy_loam,19.68,59.63,45.67,Rabi,Wheat
Coconut,7.17,silt_clay,26.44,64.58,182.66,Kharif,Maize
Rice,7.47,loamy,24.85,67.94,211.25,Rabi,Gram
Sugarcane,7.82,sandy_loam,22.95,61.33,70.61,Rabi,Gram
Turmeric,5.52,clay,16.47,57.12,51.45,Rabi,Gram
Wheat,6.31,loamy,28.34,58.35,143.01,Kharif,Gram
Sugarcane,6.37,silt_clay,21.04,76.73,60.94,Rabi,Gram
Tomato,7.12,sandy,22.34,71.88,92.7,Rabi,Wheat
Tomato,7.0,silt_clay,20.84,82.21,52.46,Rabi,Garlic
Tomato,6.64,silt_clay,24.61,81.26,85.96,Rabi,Wheat
Mustard,6.43,sandy,29.73,68.19,119.06,Kharif,Maize
Maize,5.94,loamy,21.85,61.64,43.4,Rabi,Wheat
Coconut,6.83,clay,30.56,76.94,174.2,Kharif,Rice
Ginger,5.57,loamy,20.82,56.34,51.34,Rabi,Wheat
Garlic,6.64,loamy,29.28,79.49,108.33,Kharif,Cotton
Sugarcane,7.69,sandy,16.68,54.21,42.7,Rabi,Gram
Sugarcane,6.05,sandy,18.16,51.95,64.39,Rabi,Mustard
Turmeric,7.18,sandy_loam,22.45,63.66,53.48,Rabi,Gram
Banana,7.41,sandy_loam,21.83,63.75,55.79,Rabi,Mustard
Bhindi,6.06,clay,24.97,82.99,66.84,Rabi,Gram
Papaya,6.16,sandy,17.98,52.94,40.2,Rabi,Mustard
Brinjal,7.32,loamy,21.83,82.93,66.54,Rabi,Wheat
Gram,7.75,clay,33.64,60.83,169.41,Kharif,Cotton
Cotton,6.15,sandy,20.13,84.62,49.26,Rabi,Gram
Maize,6.57,loamy,20.26,58.73,40.12,Rabi,Mustard
Green Chilli,6.13,loamy,22.87,83.71,68.29,Rabi,Wheat
Cotton,6.34,sandy_loam,21.85,50.87,46.86,Rabi,Mustard
Coconut,6.09,sandy,25.4,81.34,192.58,Kharif,Rice
