crop,soil_type,soil_pH,temperature,humidity,rainfall,season,N_dosage,P_dosage,K_dosage
Cotton,sandy,5.15,32.45,60.89,157.56,Rabi,118.0,63.0,69.0
Sugarcane,sandy_loam,8.0,26.6,44.6,149.01,Rabi,241.0,88.0,108.0
Maize,clay,6.85,33.9,72.32,85.36,Kharif,123.0,68.0,51.0
Maize,sandy,6.35,31.54,44.9,187.83,Kharif,185.0,80.0,75.0
Potato,clay,5.44,34.53,50.74,236.36,Kharif,173.0,101.0,118.0
Cotton,sandy_loam,7.01,29.66,51.71,117.97,Rabi,136.0,61.0,57.0
Rice,sandy,5.74,26.55,48.28,47.11,Kharif,115.0,56.0,68.0
Wheat,sandy,5.49,34.32,50.29,195.73,Kharif,130.0,56.0,42.0
Rice,sandy_loam,5.05,28.23,70.12,74.23,Kharif,92.0,55.0,57.0
Tomato,clay,7.06,26.41,42.21,71.41,Rabi,153.0,117.0,90.0
Cotton,clay,6.32,22.8,73.63,185.01,Kharif,117.0,58.0,55.0
Maize,clay,5.71,16.62,71.36,110.64,Rabi,152.0,74.0,50.0
Sugarcane,clay,7.45,30.05,80.85,179.83,Kharif,218.0,103.0,90.0
Sugarcane,sandy,6.9,30.26,47.65,244.43,Kharif,279.0,114.0,123.0
Wheat,sandy_loam,5.35,26.93,53.75,56.73,Rabi,108.0,63.0,42.0
Sugarcane,loamy,7.51,29.73,79.66,86.35,Rabi,253.0,104.0,115.0
Wheat,clay,6.63,15.16,44.75,51.38,Kharif,112.0,60.0,37.0
Rice,sandy,7.95,17.24,59.89,243.59,Rabi,102.0,63.0,65.0
Potato,clay,5.54,25.63,85.89,156.3,Rabi,187.0,97.0,112.0
Cotton,sandy_loam,7.32,27.45,63.8,203.67,Kharif,114.0,61.0,52.0
Sugarcane,loamy,5.72,32.25,71.09,211.63,Rabi,242.0,105.0,91.0
Wheat,clay,7.63,25.55,86.49,141.6,Rabi,113.0,67.0,37.0
Sugarcane,sandy,5.08,28.8,53.2,53.95,Rabi,270.0,98.0,113.0
Potato,sandy,5.04,21.49,43.7,208.79,Rabi,170.0,105.0,148.0
Tomato,clay,7.31,24.13,57.42,242.11,Kharif,153.0,124.0,105.0
Potato,loamy,6.57,28.5,45.67,232.73,Kharif,161.0,93.0,136.0
Cotton,clay,6.74,31.3,61.16,229.7,Rabi,117.0,54.0,60.0
Wheat,sandy_loam,6.25,33.22,89.66,62.28,Rabi,116.0,69.0,43.0
Sugarcane,sandy_loam,5.03,19.54,56.64,46.63,Rabi,243.0,100.0,107.0
Wheat,clay,6.27,20.97,53.15,74.36,Rabi,111.0,62.0,33.0
Potato,loamy,6.22,30.61,70.59,147.91,Rabi,187.0,95.0,131.0
Cotton,clay,5.98,15.7,72.57,152.33,Rabi,108.0,59.0,60.0
Potato,clay,6.7,15.39,51.79,208.74,Rabi,146.0,86.0,116.0
Rice,clay,7.08,17.69,54.97,115.33,Rabi,86.0,53.0,45.0
Cotton,sandy_loam,7.65,23.2,70.72,150.93,Kharif,108.0,55.0,52.0
Rice,clay,6.17,29.6,84.11,180.9,Kharif,93.0,47.0,49.0
Potato,sandy_loam,7.79,27.85,83.87,109.16,Rabi,190.0,114.0,125.0
Potato,loamy,6.63,22.06,82.52,189.04,Rabi,178.0,98.0,124.0
Rice,clay,7.38,34.81,50.03,248.88,Rabi,84.0,43.0,48.0
Tomato,sandy,5.57,31.35,73.01,172.51,Rabi,211.0,144.0,102.0
Rice,sandy_loam,7.8,33.33,71.77,172.26,Kharif,88.0,47.0,43.0
Wheat,loamy,5.45,30.52,62.34,133.98,Kharif,118.0,68.0,42.0
Cotton,loamy,5.15,24.99,52.61,231.32,Kharif,109.0,61.0,53.0
Potato,clay,7.29,30.11,63.49,190.68,Kharif,177.0,104.0,123.0
Maize,clay,6.99,19.92,83.34,131.62,Kharif,139.0,77.0,58.0
Maize,sandy,5.53,15.57,85.47,41.73,Rabi,148.0,82.0,67.0
Sugarcane,clay,6.5,18.75,71.69,163.99,Kharif,195.0,99.0,101.0
Sugarcane,sandy,6.86,34.19,52.61,54.92,Kharif,293.0,107.0,108.0
Wheat,clay,6.5,23.77,70.55,171.08,Kharif,113.0,56.0,35.0
Wheat,loamy,5.03,16.83,67.84,227.29,Kharif,114.0,51.0,39.0
Maize,sandy_loam,6.6,23.68,59.37,216.76,Rabi,140.0,68.0,62.0
Cotton,loamy,5.74,22.9,74.17,227.28,Rabi,138.0,62.0,58.0
Maize,sandy_loam,6.77,29.68,65.75,210.94,Rabi,133.0,65.0,54.0
Maize,sandy,5.26,21.74,46.45,149.86,Rabi,170.0,67.0,82.0
Sugarcane,clay,5.82,18.51,59.35,242.63,Kharif,221.0,104.0,95.0
Rice,clay,7.98,25.54,59.59,178.41,Kharif,82.0,57.0,52.0
Rice,loamy,7.3,17.99,61.2,72.13,Kharif,107.0,55.0,46.0
Maize,clay,5.27,17.58,51.98,220.5,Rabi,130.0,63.0,47.0
Potato,sandy,7.26,34.68,45.68,248.39,Kharif,217.0,90.0,165.0
Wheat,sandy,6.85,15.81,56.31,138.4,Kharif,130.0,66.0,44.0
Potato,clay,6.6,27.19,49.31,227.84,Rabi,151.0,110.0,104.0
Maize,loamy,5.62,27.97,83.56,197.15,Rabi,157.0,78.0,56.0
Maize,sandy_loam,5.95,25.79,74.55,128.48,Kharif,135.0,67.0,58.0
Maize,loamy,5.93,26.38,52.3,144.4,Kharif,157.0,71.0,52.0
Maize,clay,7.26,19.18,49.84,174.94,Kharif,149.0,69.0,58.0
Maize,loamy,6.23,25.38,41.68,181.63,Kharif,143.0,70.0,59.0
Rice,sandy_loam,7.11,16.33,51.54,232.29,Rabi,111.0,56.0,52.0
Rice,loamy,6.45,31.12,67.51,49.12,Rabi,88.0,43.0,52.0
Cotton,clay,6.02,20.12,83.96,155.18,Kharif,104.0,66.0,51.0
Tomato,sandy,7.52,20.05,46.7,80.55,Kharif,197.0,122.0,123.0
Potato,sandy,5.56,17.24,73.04,182.04,Kharif,193.0,111.0,164.0
Rice,sandy_loam,5.23,15.08,73.52,174.78,Kharif,108.0,49.0,52.0
Maize,sandy_loam,5.83,24.52,63.54,121.57,Rabi,145.0,71.0,62.0
Wheat,sandy,6.22,18.38,88.87,219.2,Rabi,146.0,52.0,45.0
Wheat,loamy,7.15,30.54,73.67,169.04,Rabi,106.0,60.0,34.0
Wheat,clay,7.46,20.7,51.96,205.26,Kharif,108.0,64.0,40.0
Cotton,sandy,6.93,24.16,83.23,234.46,Kharif,114.0,68.0,57.0
Maize,loamy,7.24,25.11,72.39,145.55,Rabi,140.0,80.0,62.0
Wheat,loamy,7.99,28.31,64.67,233.87,Rabi,111.0,58.0,37.0
Wheat,sandy,6.63,19.63,82.45,123.43,Rabi,117.0,57.0,54.0
Wheat,sandy,6.87,16.62,62.61,195.21,Kharif,139.0,60.0,53.0
Sugarcane,sandy_loam,7.41,30.19,76.34,118.81,Kharif,287.0,89.0,101.0
Tomato,clay,5.48,27.31,83.53,136.16,Rabi,153.0,135.0,101.0
Tomato,clay,7.46,18.59,78.14,92.24,Kharif,148.0,127.0,109.0
Sugarcane,loamy,7.21,33.04,51.82,135.82,Kharif,266.0,99.0,106.0
Rice,sandy,7.08,25.85,52.59,112.6,Kharif,137.0,52.0,60.0
Rice,clay,5.36,33.05,43.32,152.13,Rabi,99.0,53.0,45.0
Rice,sandy_loam,7.08,24.16,51.33,168.93,Kharif,89.0,53.0,56.0
Potato,clay,7.41,20.65,62.46,43.01,Rabi,191.0,105.0,109.0
Potato,sandy_loam,6.81,28.5,64.92,212.68,Rabi,189.0,89.0,111.0
Rice,sandy_loam,7.93,25.9,46.78,227.66,Kharif,104.0,49.0,45.0
Rice,clay,6.35,34.15,59.95,216.36,Rabi,96.0,46.0,47.0
Maize,sandy,6.04,17.13,64.59,201.38,Rabi,198.0,71.0,63.0
Sugarcane,sandy,6.94,23.05,63.6,190.51,Kharif,285.0,125.0,115.0
Wheat,sandy,7.71,15.49,50.47,127.42,Kharif,122.0,65.0,52.0
Tomato,clay,7.07,21.23,67.02,93.55,Kharif,187.0,113.0,109.0
Wheat,sandy_loam,5.03,16.65,46.31,78.94,Rabi,126.0,59.0,35.0
Cotton,sandy_loam,6.49,17.97,64.32,69.69,Kharif,125.0,54.0,69.0
Rice,clay,6.31,21.64,57.09,195.2,Kharif,86.0,48.0,38.0
Tomato,sandy,5.69,32.82,50.24,224.64,Rabi,199.0,115.0,110.0
Maize,clay,7.83,26.79,57.23,171.39,Kharif,155.0,78.0,51.0
Cotton,clay,6.36,18.85,84.71,242.56,Rabi,101.0,66.0,65.0
Sugarcane,sandy,5.56,16.33,49.44,126.21,Kharif,288.0,117.0,127.0
Cotton,clay,5.15,28.07,82.57,237.92,Kharif,117.0,64.0,63.0
Cotton,sandy,6.26,16.22,64.47,210.8,Kharif,116.0,63.0,68.0
Wheat,clay,5.18,18.25,84.75,184.07,Kharif,107.0,62.0,34.0
Wheat,sandy,7.39,29.79,72.28,72.71,Kharif,128.0,65.0,44.0
Potato,clay,6.42,23.73,65.86,209.67,Kharif,165.0,100.0,118.0
Potato,loamy,7.8,18.8,56.66,151.12,Rabi,163.0,96.0,107.0
Tomato,loamy,5.95,18.92,78.79,176.21,Rabi,204.0,103.0,114.0
Rice,sandy,6.55,26.95,66.25,94.65,Kharif,129.0,58.0,58.0
Rice,clay,6.42,27.45,63.49,133.97,Rabi,82.0,50.0,38.0
Tomato,sandy_loam,5.66,24.84,61.0,232.9,Rabi,162.0,116.0,94.0
Wheat,sandy_loam,5.32,34.73,70.97,176.68,Rabi,120.0,56.0,42.0
Wheat,clay,7.84,19.81,52.0,57.51,Rabi,128.0,58.0,37.0
Sugarcane,sandy_loam,6.79,26.83,70.54,190.96,Rabi,230.0,102.0,97.0
Wheat,clay,6.51,29.18,52.45,108.13,Rabi,105.0,64.0,39.0
Wheat,sandy_loam,6.64,29.05,79.64,172.11,Rabi,102.0,57.0,42.0
Sugarcane,loamy,6.51,33.5,52.36,213.37,Rabi,269.0,102.0,111.0
Potato,clay,6.09,21.53,52.6,133.13,Rabi,187.0,85.0,118.0
Potato,clay,7.83,26.41,47.96,72.67,Rabi,151.0,87.0,123.0
Rice,sandy_loam,7.12,24.1,73.39,215.85,Rabi,87.0,53.0,43.0
Rice,sandy_loam,7.49,29.13,70.86,72.76,Rabi,102.0,50.0,45.0
Maize,clay,7.53,26.93,76.22,78.91,Rabi,126.0,72.0,59.0
Maize,sandy_loam,7.81,30.55,47.6,76.58,Rabi,139.0,65.0,67.0
Potato,loamy,7.3,22.38,48.29,145.7,Kharif,199.0,107.0,117.0
Rice,sandy,7.55,16.76,80.29,51.69,Kharif,105.0,55.0,63.0
Tomato,sandy_loam,6.75,24.32,67.14,209.79,Rabi,160.0,128.0,96.0
Potato,sandy,6.22,18.18,56.7,201.13,Rabi,181.0,112.0,153.0
Rice,sandy,7.45,19.49,51.19,152.76,Kharif,134.0,61.0,64.0
Rice,sandy,6.6,24.62,64.85,200.72,Rabi,109.0,61.0,74.0
Sugarcane,loamy,6.26,18.06,63.47,185.09,Kharif,264.0,86.0,91.0
Potato,clay,5.04,22.82,79.1,79.58,Kharif,187.0,115.0,98.0
Tomato,loamy,5.58,16.99,61.6,55.86,Kharif,162.0,121.0,93.0
Wheat,sandy_loam,5.89,28.2,46.85,184.24,Kharif,112.0,57.0,35.0
Sugarcane,sandy,7.54,33.18,85.63,64.07,Rabi,292.0,125.0,118.0
Cotton,clay,7.67,24.69,86.32,114.33,Rabi,98.0,59.0,55.0
Maize,loamy,7.56,31.9,64.01,77.26,Kharif,140.0,61.0,65.0
Rice,clay,6.75,22.42,70.05,188.17,Kharif,91.0,50.0,40.0
Cotton,clay,6.32,30.74,86.17,165.85,Kharif,111.0,58.0,58.0
Sugarcane,loamy,7.05,31.91,40.48,86.25,Kharif,243.0,86.0,92.0
Sugarcane,sandy,6.98,22.1,49.63,211.98,Kharif,320.0,112.0,130.0
Potato,loamy,7.97,22.12,62.26,241.4,Rabi,189.0,107.0,103.0
Wheat,clay,5.28,24.36,84.38,174.67,Kharif,120.0,64.0,43.0
Rice,sandy_loam,7.29,30.63,53.79,82.89,Rabi,89.0,57.0,53.0
Tomato,sandy,8.0,25.26,67.57,127.01,Rabi,197.0,115.0,115.0
Rice,loamy,7.09,33.59,79.13,51.79,Kharif,98.0,56.0,55.0
Sugarcane,clay,6.22,21.69,57.2,199.7,Kharif,235.0,91.0,101.0
Wheat,loamy,5.57,24.24,85.15,50.68,Rabi,106.0,56.0,42.0
Tomato,clay,7.36,28.91,73.95,139.7,Kharif,163.0,112.0,105.0
Rice,loamy,7.4,34.19,64.39,63.04,Rabi,104.0,50.0,46.0
Cotton,sandy,7.86,34.81,80.38,79.52,Rabi,116.0,68.0,67.0
Tomato,clay,5.73,22.54,67.03,88.42,Rabi,164.0,123.0,106.0
Tomato,sandy_loam,5.92,17.7,52.54,183.28,Rabi,187.0,113.0,111.0
Maize,sandy_loam,7.75,19.97,70.66,124.08,Rabi,151.0,73.0,65.0
Rice,sandy,6.16,27.87,62.91,154.58,Kharif,125.0,60.0,68.0
Tomato,sandy,6.43,29.75,40.96,234.43,Kharif,236.0,146.0,127.0
Maize,sandy_loam,5.79,19.17,78.25,239.06,Kharif,138.0,70.0,58.0
Wheat,sandy_loam,6.43,20.41,41.46,167.07,Rabi,135.0,58.0,35.0
Wheat,sandy_loam,7.46,26.09,48.99,138.23,Kharif,134.0,52.0,43.0
Rice,sandy_loam,5.44,34.46,77.96,243.23,Rabi,85.0,45.0,46.0
Maize,clay,7.61,15.08,41.05,137.83,Rabi,136.0,75.0,59.0
Potato,loamy,5.1,29.87,52.94,66.09,Kharif,196.0,106.0,113.0
Potato,sandy,7.09,22.21,56.06,40.26,Rabi,198.0,100.0,165.0
Potato,clay,7.46,31.77,76.25,91.91,Rabi,148.0,85.0,128.0
Cotton,sandy_loam,6.25,30.92,67.13,236.71,Kharif,116.0,52.0,58.0
Rice,clay,7.89,16.79,74.35,143.7,Kharif,102.0,55.0,47.0
Sugarcane,sandy,6.48,26.05,50.1,206.81,Rabi,295.0,96.0,132.0
Cotton,sandy,5.67,29.18,44.24,195.74,Kharif,114.0,66.0,75.0
Sugarcane,loamy,7.68,28.61,59.4,178.69,Rabi,237.0,113.0,105.0
Tomato,sandy_loam,5.35,27.04,89.22,101.29,Rabi,175.0,109.0,103.0
Potato,loamy,7.24,20.6,71.99,106.41,Rabi,192.0,91.0,126.0
Wheat,sandy_loam,7.52,23.3,78.39,48.51,Rabi,126.0,62.0,35.0
Sugarcane,sandy,5.28,29.53,56.85,206.94,Kharif,255.0,119.0,129.0
Sugarcane,sandy,6.07,30.34,88.92,186.66,Rabi,333.0,122.0,104.0
Sugarcane,clay,6.89,27.84,65.25,69.82,Kharif,239.0,114.0,91.0
Sugarcane,sandy,7.63,25.52,84.46,109.26,Rabi,282.0,97.0,111.0
Sugarcane,clay,5.44,15.08,87.04,214.14,Kharif,210.0,103.0,102.0
Wheat,loamy,6.6,26.93,58.3,209.49,Kharif,119.0,56.0,44.0
Sugarcane,loamy,5.5,23.7,71.57,120.93,Rabi,278.0,99.0,96.0
Maize,sandy,7.63,25.24,60.22,74.01,Kharif,182.0,84.0,74.0
Wheat,sandy_loam,5.11,27.41,54.71,58.15,Kharif,115.0,61.0,38.0
Rice,sandy_loam,7.65,29.78,53.87,99.14,Rabi,99.0,53.0,51.0
Rice,loamy,7.01,24.25,60.59,176.7,Rabi,94.0,54.0,44.0
Wheat,loamy,5.09,27.87,53.86,134.43,Kharif,128.0,57.0,40.0
Potato,sandy_loam,5.26,31.93,85.45,234.07,Rabi,193.0,94.0,113.0
Wheat,loamy,7.14,31.36,73.37,66.37,Kharif,130.0,60.0,36.0
Tomato,sandy,5.16,26.48,85.03,203.83,Kharif,216.0,120.0,111.0
Cotton,sandy,6.29,23.68,64.91,227.49,Kharif,120.0,55.0,61.0
Rice,sandy_loam,7.82,18.62,71.14,86.76,Kharif,100.0,56.0,54.0
Tomato,clay,6.48,27.35,83.97,195.47,Kharif,147.0,113.0,89.0
Maize,sandy_loam,7.97,25.62,74.14,89.84,Kharif,170.0,69.0,63.0
Cotton,sandy,6.72,21.56,81.02,78.63,Kharif,145.0,65.0,75.0
Cotton,sandy_loam,7.34,30.89,52.82,151.13,Kharif,104.0,68.0,59.0
Tomato,sandy,7.64,21.95,79.29,86.97,Kharif,188.0,141.0,119.0
Sugarcane,sandy,7.63,17.15,41.9,83.78,Kharif,309.0,110.0,108.0
Sugarcane,sandy,6.93,20.62,89.28,53.47,Kharif,276.0,107.0,106.0
Tomato,clay,7.47,22.53,40.22,183.13,Kharif,195.0,124.0,101.0
Wheat,clay,6.34,23.91,84.78,66.49,Rabi,119.0,51.0,37.0
Maize,clay,6.01,17.89,51.65,230.15,Rabi,132.0,63.0,48.0
Tomato,sandy,5.94,28.63,55.21,195.2,Rabi,204.0,125.0,116.0
Wheat,clay,7.28,23.41,87.18,229.53,Kharif,106.0,60.0,34.0
Maize,loamy,7.12,28.43,49.81,181.01,Rabi,143.0,76.0,53.0
Wheat,sandy_loam,7.02,19.29,71.89,146.28,Rabi,126.0,59.0,45.0
Maize,loamy,6.8,29.22,55.19,146.99,Rabi,154.0,66.0,52.0
Wheat,clay,6.45,32.74,58.92,197.44,Kharif,100.0,68.0,40.0
Cotton,loamy,7.62,21.03,47.96,69.57,Kharif,124.0,64.0,51.0
Potato,loamy,6.38,15.8,84.45,219.13,Rabi,168.0,87.0,124.0
Cotton,sandy_loam,6.4,27.9,67.78,173.16,Kharif,108.0,59.0,62.0
Sugarcane,clay,7.14,27.91,49.26,83.29,Kharif,193.0,101.0,89.0
Rice,clay,6.52,32.48,64.68,187.47,Kharif,89.0,56.0,40.0
Wheat,sandy_loam,5.97,27.9,82.57,167.93,Kharif,130.0,54.0,42.0
Rice,loamy,6.79,27.15,52.38,157.27,Rabi,100.0,43.0,51.0
Rice,sandy,7.17,31.42,75.92,152.36,Rabi,112.0,59.0,59.0
Tomato,loamy,7.9,30.67,51.21,103.63,Kharif,180.0,106.0,94.0
Potato,sandy_loam,7.5,22.78,69.21,230.23,Rabi,159.0,102.0,106.0
Cotton,sandy,5.97,22.03,43.17,247.05,Rabi,118.0,53.0,65.0
Cotton,sandy_loam,6.83,25.46,40.38,214.31,Rabi,124.0,62.0,62.0
Rice,sandy_loam,7.75,30.56,81.12,229.58,Kharif,104.0,43.0,57.0
Maize,sandy_loam,6.8,27.2,68.02,232.09,Kharif,140.0,71.0,67.0
Maize,sandy_loam,6.19,31.43,44.05,106.47,Kharif,150.0,67.0,54.0
Rice,loamy,5.56,16.88,57.83,199.07,Kharif,104.0,54.0,48.0
Wheat,sandy,6.19,16.03,60.09,181.49,Rabi,135.0,59.0,50.0
Tomato,sandy_loam,6.73,32.26,67.51,88.16,Kharif,195.0,132.0,89.0
Potato,loamy,6.75,17.7,66.02,54.61,Rabi,185.0,103.0,135.0
Wheat,loamy,5.47,19.87,82.11,83.95,Rabi,124.0,51.0,45.0
Sugarcane,sandy,7.78,30.98,89.09,209.37,Kharif,330.0,100.0,108.0
Rice,clay,5.09,34.43,51.04,194.15,Rabi,89.0,53.0,48.0
Sugarcane,sandy,6.78,22.17,41.03,60.35,Kharif,328.0,118.0,114.0
Potato,sandy_loam,5.38,32.37,81.85,218.36,Kharif,179.0,93.0,119.0
Wheat,loamy,7.8,29.47,68.86,176.02,Rabi,127.0,64.0,38.0
Tomato,sandy,6.49,15.92,69.0,200.81,Kharif,193.0,139.0,125.0
Sugarcane,sandy,5.25,32.84,83.46,249.56,Rabi,319.0,118.0,131.0
Potato,loamy,5.59,22.16,77.15,129.05,Rabi,189.0,89.0,113.0
Wheat,loamy,7.99,32.16,60.4,245.85,Rabi,130.0,62.0,35.0
Potato,sandy_loam,6.67,16.28,69.04,121.83,Kharif,155.0,91.0,127.0
Cotton,clay,6.73,33.68,56.15,116.78,Kharif,107.0,52.0,49.0
Sugarcane,sandy,5.45,21.59,46.85,192.23,Rabi,280.0,110.0,123.0
Tomato,loamy,5.49,23.59,60.44,191.19,Rabi,179.0,137.0,114.0
Rice,sandy,6.27,20.76,70.75,231.49,Rabi,120.0,57.0,56.0
Potato,loamy,6.9,23.1,63.24,208.3,Rabi,173.0,89.0,106.0
Wheat,loamy,6.87,21.18,58.44,201.64,Kharif,106.0,66.0,36.0
Sugarcane,clay,5.33,23.32,79.5,132.13,Rabi,222.0,102.0,95.0
Wheat,clay,5.99,15.84,64.81,154.34,Rabi,99.0,63.0,34.0
Potato,sandy_loam,5.41,28.32,74.63,182.16,Rabi,164.0,103.0,110.0
Sugarcane,clay,6.57,17.57,57.97,53.32,Rabi,236.0,107.0,78.0
Maize,sandy,6.04,29.2,58.19,214.99,Rabi,174.0,74.0,74.0
Sugarcane,clay,7.43,17.77,64.34,92.23,Kharif,257.0,91.0,80.0
Rice,clay,7.33,27.23,82.87,181.38,Kharif,92.0,52.0,48.0
Wheat,sandy,6.61,27.37,74.03,180.01,Kharif,120.0,51.0,41.0
Potato,sandy,7.47,30.64,83.23,197.42,Kharif,225.0,103.0,154.0
Potato,sandy,7.55,21.61,48.3,72.98,Kharif,178.0,111.0,149.0
Tomato,sandy,7.9,19.05,75.23,216.81,Kharif,180.0,145.0,113.0
Rice,sandy,7.63,22.85,80.83,132.22,Rabi,134.0,57.0,66.0
Wheat,sandy,6.97,23.75,53.84,157.22,Rabi,115.0,67.0,46.0
Tomato,sandy_loam,6.22,31.82,47.25,156.47,Rabi,206.0,110.0,110.0
Cotton,loamy,5.82,24.8,60.24,75.75,Kharif,122.0,63.0,58.0
Rice,sandy,5.35,33.8,71.39,110.33,Rabi,108.0,61.0,65.0
Sugarcane,loamy,5.21,27.29,42.12,176.1,Rabi,257.0,113.0,91.0
Cotton,loamy,7.26,19.85,48.43,122.81,Kharif,106.0,52.0,57.0
Sugarcane,loamy,5.72,32.75,56.65,80.28,Rabi,280.0,102.0,108.0
Maize,sandy,5.25,31.48,73.86,81.77,Rabi,147.0,81.0,67.0
Rice,sandy,7.09,23.18,48.66,72.85,Rabi,111.0,48.0,59.0
Potato,clay,5.34,22.39,58.22,65.68,Kharif,193.0,98.0,115.0
Maize,sandy_loam,6.7,23.07,59.81,80.61,Rabi,160.0,65.0,53.0
Cotton,sandy,5.45,27.23,51.97,222.15,Kharif,149.0,63.0,62.0
Wheat,clay,6.81,33.68,50.17,70.85,Rabi,103.0,55.0,35.0
Maize,clay,7.06,23.8,58.96,202.05,Rabi,132.0,61.0,54.0
Wheat,clay,7.43,18.94,50.68,181.98,Kharif,107.0,66.0,37.0
Cotton,loamy,5.18,30.95,41.75,187.14,Kharif,119.0,64.0,61.0
Maize,sandy,7.11,27.68,89.23,69.04,Kharif,197.0,71.0,71.0
Cotton,sandy_loam,6.2,16.67,54.54,154.18,Kharif,106.0,65.0,55.0
Tomato,sandy_loam,7.78,21.38,48.85,173.95,Rabi,153.0,115.0,100.0
Rice,sandy,6.23,27.06,53.55,67.97,Kharif,132.0,62.0,69.0
Maize,sandy,5.09,22.94,68.57,240.16,Rabi,195.0,73.0,64.0
Rice,sandy_loam,6.18,19.74,44.85,77.6,Kharif,91.0,51.0,44.0
Maize,sandy,6.66,28.22,56.15,141.07,Rabi,195.0,78.0,74.0
Potato,clay,5.72,15.2,62.74,55.0,Kharif,167.0,105.0,123.0
Cotton,sandy,7.06,29.1,56.05,160.89,Kharif,120.0,67.0,74.0
Wheat,sandy,6.6,28.77,77.43,84.76,Rabi,124.0,61.0,48.0
Potato,loamy,6.32,33.84,41.37,74.6,Kharif,203.0,102.0,137.0
Maize,sandy,5.21,27.8,86.96,40.41,Kharif,197.0,87.0,80.0
Wheat,sandy,6.15,21.94,61.59,204.17,Rabi,125.0,60.0,52.0
Maize,sandy,5.68,19.51,41.05,166.86,Rabi,187.0,66.0,74.0
Maize,clay,6.47,21.34,56.78,110.85,Kharif,150.0,69.0,59.0
Wheat,loamy,7.29,33.72,87.04,76.7,Kharif,111.0,62.0,40.0
Potato,loamy,5.83,32.45,74.41,112.61,Kharif,185.0,114.0,114.0
Tomato,sandy,7.01,16.98,73.2,168.45,Kharif,180.0,129.0,103.0
Sugarcane,sandy,6.83,31.21,69.29,205.49,Kharif,292.0,110.0,115.0
Maize,sandy_loam,6.68,16.69,85.19,230.49,Kharif,150.0,75.0,53.0
Sugarcane,sandy,5.76,19.5,43.02,59.72,Kharif,336.0,108.0,104.0
Maize,sandy,7.74,25.51,76.25,131.57,Rabi,176.0,78.0,70.0
Potato,loamy,5.17,24.5,50.45,59.16,Kharif,189.0,109.0,117.0
Sugarcane,sandy_loam,7.75,23.13,46.41,87.0,Kharif,254.0,87.0,101.0
Potato,clay,7.53,28.61,82.67,101.3,Kharif,189.0,107.0,102.0
Maize,loamy,7.08,30.19,82.65,244.3,Rabi,139.0,65.0,62.0
Sugarcane,clay,5.19,24.4,53.32,239.07,Kharif,211.0,96.0,93.0
Potato,clay,6.1,22.87,45.89,87.42,Kharif,182.0,98.0,128.0
Potato,sandy,7.0,33.44,46.6,244.76,Rabi,180.0,108.0,157.0
Tomato,loamy,7.1,26.67,44.09,175.05,Kharif,184.0,118.0,107.0
Cotton,clay,6.86,32.64,57.57,156.06,Rabi,100.0,65.0,50.0
Maize,clay,7.78,27.07,50.16,233.12,Rabi,120.0,62.0,47.0
Cotton,sandy,6.36,24.85,49.32,178.79,Rabi,124.0,54.0,73.0
Sugarcane,sandy_loam,7.37,16.62,84.49,161.44,Rabi,246.0,105.0,110.0
Potato,sandy_loam,6.05,25.85,60.8,47.64,Kharif,154.0,89.0,133.0
Potato,sandy,7.29,29.8,78.56,49.33,Kharif,191.0,113.0,135.0
Cotton,sandy_loam,5.87,25.64,80.06,139.7,Kharif,110.0,57.0,52.0
Wheat,sandy,7.6,24.98,54.83,95.67,Kharif,140.0,65.0,43.0
Maize,clay,6.1,15.74,85.22,66.84,Kharif,152.0,74.0,59.0
Rice,sandy,6.1,29.88,76.05,104.69,Rabi,105.0,53.0,60.0
Wheat,sandy_loam,7.69,17.11,75.33,144.91,Rabi,116.0,58.0,43.0
Sugarcane,clay,6.23,24.32,48.52,48.72,Kharif,240.0,90.0,77.0
Sugarcane,clay,7.98,22.33,62.68,189.45,Kharif,211.0,112.0,87.0
Maize,sandy_loam,5.82,18.39,64.2,187.39,Rabi,165.0,67.0,53.0
Wheat,loamy,6.5,22.68,88.6,73.42,Rabi,125.0,67.0,45.0
Potato,sandy_loam,5.09,31.98,59.19,64.83,Kharif,196.0,109.0,128.0
Potato,loamy,5.16,23.9,76.97,209.78,Rabi,202.0,85.0,114.0
Sugarcane,loamy,6.81,18.37,61.08,234.93,Rabi,231.0,88.0,98.0
Maize,sandy,7.75,22.74,68.13,208.62,Rabi,192.0,67.0,70.0
Sugarcane,sandy_loam,7.94,22.2,58.38,246.09,Rabi,232.0,86.0,93.0
Rice,loamy,6.82,22.13,66.68,204.18,Rabi,109.0,51.0,56.0
Cotton,loamy,5.35,18.52,78.74,147.91,Kharif,110.0,53.0,54.0
Sugarcane,sandy_loam,7.85,32.99,47.92,232.04,Rabi,242.0,104.0,93.0
Potato,sandy,7.86,31.35,74.59,216.06,Rabi,170.0,88.0,127.0
Potato,sandy,5.67,15.39,51.86,186.98,Rabi,197.0,94.0,127.0
Rice,loamy,5.27,19.41,69.91,194.49,Kharif,107.0,47.0,45.0
Cotton,loamy,5.56,17.06,61.54,110.86,Rabi,131.0,59.0,53.0
Tomato,clay,6.58,20.86,53.12,161.81,Rabi,186.0,105.0,86.0
Sugarcane,clay,6.72,28.61,56.98,116.01,Rabi,229.0,87.0,93.0
Tomato,clay,7.27,19.95,75.64,133.83,Kharif,165.0,131.0,102.0
